z,null_t,null_r,timelike_t,timelike_r
419.4194,0.580750879007586,0.419249,0.580739419999863,-0.041926
420.4204,0.579750241897472,0.42025,0.579738755537893,-0.042026
421.4214,0.578749604491601,0.42125,0.578738090780137,-0.042126
422.4224,0.577748966788957,0.422251,0.577737425725582,-0.042226
423.4234,0.576748328788521,0.423252,0.576736760373206,-0.042326
424.4244,0.575747690489268,0.424252,0.575736094721984,-0.042426
425.4254,0.574747051890166,0.425253,0.574735428770885,-0.042526
426.4264,0.573746412990179,0.426254,0.573734762518872,-0.042627
427.4274,0.572745773788266,0.427254,0.572734095964905,-0.042727
428.4284,0.571745134283379,0.428255,0.571733429107935,-0.042827
429.4294,0.570744494474467,0.429256,0.570732761946911,-0.042927
430.4304,0.56974385436047,0.430256,0.569732094480774,-0.043027
431.4314,0.568743213940328,0.431257,0.568731426708461,-0.043127
432.4324,0.567742573212969,0.432257,0.567730758628903,-0.043227
433.4334,0.566741932177319,0.433258,0.566730090241024,-0.043327
434.4344,0.565741290832299,0.434259,0.565729421543745,-0.043427
435.4354,0.564740649176822,0.435259,0.56472875253598,-0.043527
436.4364,0.563740007209797,0.43626,0.563728083216636,-0.043627
437.4374,0.562739364930126,0.437261,0.562727413584616,-0.043727
438.4384,0.561738722336706,0.438261,0.561726743638816,-0.043827
439.4394,0.560738079428428,0.439262,0.560726073378128,-0.043927
440.4404,0.559737436204177,0.440263,0.559725402801436,-0.044027
441.4414,0.558736792662831,0.441263,0.558724731907619,-0.044128
442.4424,0.557736148803265,0.442264,0.557724060695551,-0.044228
443.4434,0.556735504624345,0.443264,0.556723389164097,-0.044328
444.4444,0.555734860124932,0.444265,0.555722717312119,-0.044428
445.4454,0.554734215303882,0.445266,0.554722045138472,-0.044528
446.4464,0.553733570160042,0.446266,0.553721372642005,-0.044628
447.4474,0.552732924692256,0.447267,0.552720699821559,-0.044728
448.4484,0.55173227889936,0.448268,0.55172002667597,-0.044828
449.4494,0.550731632780184,0.449268,0.55071935320407,-0.044928
450.4505,0.549730986333551,0.450269,0.54971867940468,-0.045028
451.4515,0.548730339558279,0.45127,0.548718005276619,-0.045128
452.4525,0.547729692453179,0.45227,0.547717330818697,-0.045228
453.4535,0.546729045017056,0.453271,0.546716656029719,-0.045328
454.4545,0.545728397248707,0.454272,0.545715980908483,-0.045428
455.4555,0.544727749146925,0.455272,0.544715305453779,-0.045528
456.4565,0.543727100710493,0.456273,0.543714629664393,-0.045629
457.4575,0.54272645193819,0.457274,0.542713953539101,-0.045729
458.4585,0.541725802828787,0.458274,0.541713277076676,-0.045829
459.4595,0.540725153381048,0.459275,0.540712600275882,-0.045929
460.4605,0.539724503593733,0.460275,0.539711923135476,-0.046029
